Accident_Index;longitude;latitude;Police_Force;Accident_Severity;Number_of_Vehicles;Number_of_Casualties;Day_of_Week;Time;Local_Authority_(District);Local_Authority_(Highway);1st_Road_Class;1st_Road_Number;Road_Type;Speed_limit;Junction_Detail;Junction_Control;2nd_Road_Class;2nd_Road_Number;Pedestrian_Crossing-Human_Control;Pedestrian_Crossing-Physical_Facilities;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Special_Conditions_at_Site;Carriageway_Hazards;Urban_or_Rural_Area;Did_Police_Officer_Attend_Scene_of_Accident;LSOA_of_Accident_Location;Date
157;7.862.373.567;1.480.490.284;1;3;2;1;3;15:50;12;E09000020;3;402;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002868;12/04/2018
158;7.856.280.849;1.474.109.205;1;3;1;1;4;09:50;12;E09000020;4;302;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01002900;13/04/2018
159;7.861.312.089;1.479.458.328;1;3;2;1;5;20:05;12;E09000020;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002837;14/04/2018
160;7.855.251.349;1.470.852.042;1;3;2;1;4;22:50;12;E09000020;3;4;3;30;6;2;3;3220;0;0;4;1;2;0;0;1;1;E01002814;13/04/2018
161;7.861.190.049;1.474.892.807;1;3;2;1;7;10:10;12;E09000020;4;450;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01002905;16/04/2018
162;7.859.225.886;1.469.449.824;1;3;2;2;7;18:45;12;E09000020;3;4;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002839;16/04/2018
163;7.850.220.319;1.471.741.426;1;3;2;1;6;17:30;12;E09000020;3;3217;6;30;6;2;3;3220;0;5;1;1;2;0;0;1;2;E01002913;08/04/2018
164;7.853.399.951;1.478.930.585;1;3;2;1;5;09:30;12;E09000020;6;0;6;30;3;4;3;3220;0;1;1;1;1;0;0;1;1;E01002893;14/04/2018
165;7.855.490.051;1.471.110.477;1;3;2;1;5;12:55;12;E09000020;5;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01002858;14/04/2018
166;7.851.257.609;1.469.811.304;1;3;2;1;2;12:24;12;E09000020;4;450;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01002878;18/04/2018
167;7.861.005.704;1.470.932.652;1;3;2;1;4;17:00;12;E09000020;4;450;6;30;6;2;4;415;0;0;1;1;1;0;0;1;1;E01002874;20/04/2018
168;7.854.850.974;1.479.034.087;1;3;2;1;3;19:25;12;E09000020;4;302;6;30;8;4;6;0;0;0;1;1;1;0;0;1;1;E01002900;19/04/2018
169;7.863.803.175;1.468.938.755;1;3;2;1;1;19:06;12;E09000020;3;3220;6;30;3;2;5;0;0;0;1;1;1;0;0;1;1;E01002869;10/04/2018
170;7.852.925.268;1.475.885.863;1;3;2;1;4;07:50;12;E09000020;6;0;2;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002871;20/04/2018
171;7.863.898.644;1.468.728.438;1;2;1;1;7;20:42;12;E09000020;3;315;6;30;3;2;5;0;0;5;4;1;1;0;0;1;1;E01002816;16/04/2018
172;7.850.523.158;1.476.601.943;1;3;3;1;1;13:30;12;E09000020;3;3220;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;3;E01002850;17/04/2018
173;7.854.525.948;1.480.095.176;1;3;2;1;7;21:00;12;E09000020;3;3218;6;30;3;2;3;3220;0;0;4;1;1;0;0;1;1;E01002894;16/04/2018
174;785.584.442;1.470.478.832;1;3;1;1;7;17:35;12;E09000020;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002886;16/04/2018
175;7.862.508.454;1.466.933.649;1;2;2;1;7;17:30;12;E09000020;4;450;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01002852;16/04/2018
176;7.863.903.383;1.470.006.203;1;3;2;1;4;14:40;12;E09000020;3;4;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002814;20/04/2018
177;7.846.785.122;1.465.660.403;1;3;3;1;1;00:21;12;E09000020;3;3220;6;30;3;4;3;3220;0;1;4;1;1;0;0;1;1;E01002841;17/04/2018
178;7.852.094.189;1.476.581.159;1;3;2;1;7;00:55;12;E09000020;4;450;6;30;3;4;6;0;0;1;4;1;1;0;0;1;1;E01002905;23/04/2018
179;7.849.043.054;1.465.876.791;1;3;2;1;6;20:30;12;E09000020;3;3216;2;30;3;4;6;0;0;0;1;1;1;0;0;1;3;E01002818;22/04/2018
180;7.854.514.131;1.479.778.304;1;3;2;1;4;08:44;12;E09000020;3;308;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002910;20/04/2018
181;7.858.729.119;1.469.783.034;1;3;2;1;2;08:45;12;E09000020;3;3212;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01002900;25/04/2018
182;7.852.268.708;1.479.755.994;1;3;2;1;1;17:45;12;E09000020;3;402;3;30;3;4;5;0;0;0;1;1;1;0;0;1;1;E01002873;24/04/2018
183;7.849.527.903;1.470.743.115;1;3;2;1;2;19:10;12;E09000020;3;3214;6;30;3;4;5;0;0;0;1;1;1;0;0;1;1;E01002902;25/04/2018
184;7.855.500.885;1.472.667.968;1;3;1;1;7;21:20;12;E09000020;3;315;3;30;3;4;5;0;0;0;4;1;1;0;0;1;1;E01002865;23/04/2018
185;7.854.323.638;1.478.592.584;1;3;2;1;7;13:45;12;E09000020;3;4;3;30;0;-1;-1;0;0;5;1;1;1;0;0;1;1;E01002819;23/04/2018
186;7.856.939.416;1.470.715.153;1;3;2;1;7;17:45;12;E09000020;3;315;6;30;3;4;6;0;0;0;1;1;1;0;0;1;3;E01002889;16/04/2018
187;7.856.145.892;1.466.703.382;1;3;1;1;5;12:45;12;E09000020;5;0;3;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01002858;28/04/2018
188;7.858.477.415;147.347.871;1;3;2;1;2;17:24;12;E09000020;3;402;3;30;3;2;3;4206;0;0;1;1;1;0;0;1;1;E01002827;02/05/2018
189;7.851.221.227;1.480.488.103;1;3;1;1;2;18:40;1;E09000033;3;4;3;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01002818;02/05/2018
190;7.851.971.959;1.468.383.777;1;3;2;1;6;08:39;12;E09000020;3;4;3;30;3;4;3;4;0;4;1;1;1;0;0;1;1;E01002819;29/04/2018
191;7.859.785.657;1.479.015.961;1;3;2;1;2;14:00;12;E09000020;3;3220;3;30;6;2;3;3217;0;0;1;1;1;0;0;1;1;E01002913;25/04/2018
192;7.847.933.433;1.471.668.444;1;3;2;1;4;05:23;12;E09000020;3;3212;6;30;6;2;3;3220;0;0;4;1;1;0;0;1;1;E01002840;04/05/2018
193;7.856.026.501;147.992.987;1;3;1;1;6;13:48;12;E09000020;4;316;6;30;3;2;3;315;0;5;1;1;1;0;0;1;1;E01002817;29/04/2018
194;7.852.194.701;1.467.553.021;1;3;2;1;4;16:10;12;E09000020;5;0;6;30;0;-1;-1;0;0;5;1;1;1;0;0;1;1;E01002835;04/05/2018
195;7.846.803.998;1.468.550.389;1;3;2;1;5;18:45;12;E09000020;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002841;05/05/2018
196;7.856.210.707;1.469.976.021;1;3;2;1;5;13:00;12;E09000020;3;3220;6;30;6;2;3;3212;0;0;1;1;1;0;0;1;1;E01002840;05/05/2018
197;7.863.858.789;1.480.432.387;1;3;2;1;4;18:05;12;E09000020;3;308;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002912;04/05/2018
198;7.859.083.118;1.467.949.361;1;2;1;1;5;21:14;12;E09000020;5;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002821;05/05/2018
199;7.861.180.959;1.476.776.344;1;3;2;1;6;16:20;12;E09000020;3;4;6;30;3;4;3;3218;0;0;1;1;1;0;0;1;1;E01002821;06/05/2018
200;7.847.324.674;1.466.436.759;1;3;1;1;3;16:30;12;E09000020;3;315;3;30;6;2;3;3220;0;5;1;1;1;0;0;1;2;E01002814;26/04/2018
201;7.851.099.805;1.466.207.149;1;3;3;1;6;12:11;12;E09000020;3;402;3;30;3;4;5;0;0;0;1;1;1;0;0;1;1;E01002871;06/05/2018
202;7.849.568.104;1.475.084.927;1;2;2;1;3;17:18;12;E09000020;5;0;6;30;7;4;6;0;0;0;1;1;1;0;0;1;1;E01002835;26/04/2018
203;7.856.307.436;1.470.427.349;1;3;2;1;7;13:00;12;E09000020;3;3220;6;30;6;2;3;4;0;5;1;1;1;0;0;1;2;E01002815;07/05/2018
204;7.850.749.072;1.473.600.151;1;3;2;1;5;23:00;11;E09000013;3;4;6;30;0;-1;-1;0;0;0;4;1;1;4;0;1;2;E01001914;05/05/2018
205;7.851.133.428;1.468.102.881;1;3;2;1;1;13:28;12;E09000020;4;450;6;30;6;2;5;0;0;5;1;1;1;0;0;1;1;E01002874;01/05/2018
206;7.853.175.096;147.618.112;1;3;2;1;5;17:44;12;E09000020;4;314;2;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002814;12/05/2018
207;784.699.991;1.466.823.316;1;3;1;1;7;16:41;12;E09000020;3;4;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002818;07/05/2018
208;7.858.997.564;1.474.481.977;1;3;2;1;5;16:38;12;E09000020;3;3212;3;30;6;2;3;3220;0;0;1;1;1;0;0;1;1;E01002840;12/05/2018
209;7.852.515.075;1.475.371.748;1;2;3;1;1;19:15;12;E09000020;3;3217;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002845;08/05/2018
210;7.849.933.886;1.470.154.968;1;3;3;1;7;18:40;12;E09000020;5;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01002865;07/05/2018
211;7.846.902.561;1.472.458.462;1;3;1;1;7;18:55;12;E09000020;3;308;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01002895;07/05/2018
212;7.855.824.492;1.466.468.949;1;3;2;1;5;23:46;12;E09000020;6;0;6;30;6;4;6;0;0;1;4;1;1;0;0;1;1;E01002877;12/05/2018
213;7.855.418.383;1.477.118.443;1;3;2;1;6;11:30;11;E09000013;3;4;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01001911;13/05/2018
214;7.857.290.637;1.468.586.346;1;2;1;1;1;20:23;1;E09000033;3;4;3;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01004689;08/05/2018
215;7.853.876.108;1.474.219.912;1;3;2;1;2;18:26;12;E09000020;3;402;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002828;09/05/2018
216;7.861.986.326;1.473.015.342;1;3;2;2;1;14:15;1;E09000033;3;404;3;30;3;2;4;450;0;5;1;1;1;0;0;1;1;E01002852;15/05/2018
217;7.850.956.466;1.474.851.539;1;3;2;1;5;12:56;12;E09000020;3;3220;2;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002851;12/05/2018
218;7.849.658.361;1.477.771.509;1;3;2;1;2;11:00;12;E09000020;3;3217;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002840;16/05/2018
219;7.848.772.909;1.468.063.512;1;3;1;1;1;03:40;12;E09000020;3;315;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002889;01/05/2018
220;7.863.242.285;1.467.347.275;1;3;1;1;7;20:10;1;E09000033;3;4;6;30;7;2;3;4;0;5;4;1;1;0;0;1;1;E01004689;30/04/2018
221;7.859.659.169;1.467.742.815;1;3;2;1;5;15:57;12;E09000020;6;0;6;30;6;4;6;0;0;0;1;2;2;0;0;1;1;E01002855;19/05/2018
222;7.848.340.251;1.477.234.364;1;3;2;1;4;19:20;12;E09000020;3;3220;2;30;3;2;6;0;0;5;1;1;1;0;0;1;1;E01002849;18/05/2018
223;7.862.145.242;1.470.635.319;1;3;1;1;1;01:41;12;E09000020;3;4206;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002884;15/05/2018
224;7.856.335.729;1.474.545.069;1;3;2;1;6;08:45;12;E09000020;3;3220;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002840;06/05/2018
225;7.851.051.755;1.473.706.108;1;3;2;1;7;21:00;12;E09000020;3;3220;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002869;21/05/2018
226;7.851.911.099;1.479.872.311;1;3;2;1;4;15:15;12;E09000020;3;3216;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01002902;25/05/2018
227;7.861.731.038;1.466.548.537;1;3;2;1;2;20:25;12;E09000020;3;3217;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002859;23/05/2018
228;7.852.154.554;1.468.690.148;1;3;2;1;5;12:51;12;E09000020;3;4;3;30;7;4;3;4;0;0;1;1;1;0;0;1;1;E01002821;19/05/2018
229;7.857.084.194;1.472.122.498;1;3;2;1;4;08:30;12;E09000020;6;0;6;30;3;4;6;0;0;0;1;2;2;0;0;1;2;E01002902;20/04/2018
230;7.860.753.191;1.474.998.795;1;3;1;1;5;16:55;1;E09000033;5;0;6;30;6;2;3;315;0;5;1;2;2;0;0;1;1;E01004692;19/05/2018
231;7.854.316.762;1.473.574.955;1;2;2;1;7;22:39;12;E09000020;3;402;6;30;3;2;5;0;0;0;4;1;1;0;0;1;1;E01002828;21/05/2018
232;785.258.935;1.480.328.134;1;3;1;1;4;20:17;12;E09000020;3;4;3;30;0;-1;-1;0;0;8;1;1;1;0;0;1;1;E01002821;25/05/2018
233;7.852.988.136;1.478.118.066;1;3;2;1;5;00:55;12;E09000020;5;0;6;30;6;4;6;0;0;0;4;1;1;0;0;1;2;E01002831;14/04/2018
234;7.859.297.125;1.475.655.046;1;3;2;1;3;13:16;12;E09000020;5;0;6;30;6;2;5;0;0;5;1;2;2;0;0;1;1;E01002820;24/05/2018
235;785.090.037;1.478.931.699;1;3;2;1;7;12:25;12;E09000020;6;0;6;30;6;4;6;0;0;0;1;2;2;0;0;1;1;E01002880;21/05/2018
236;7.857.213.853;1.476.171.002;1;3;2;1;5;12:53;12;E09000020;6;0;2;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002863;26/05/2018
237;7.849.023.676;1.477.480.917;1;3;2;1;5;20:05;12;E09000020;3;3217;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002843;26/05/2018
238;7.850.628.714;1.471.704.441;1;2;1;1;5;19:28;12;E09000020;6;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002903;26/05/2018
239;7.855.311.898;1.468.678.665;1;3;2;1;7;17:05;12;E09000020;6;0;6;30;2;4;6;0;0;0;1;1;1;0;0;1;1;E01002813;14/05/2018
240;7.849.984.809;1.476.036.765;1;3;1;1;3;16:05;12;E09000020;3;3217;2;30;3;2;3;3216;0;5;1;1;1;0;0;1;1;E01002902;24/05/2018
241;7.854.306.354;1.479.621.424;1;3;2;1;6;12:07;12;E09000020;3;3220;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002913;06/05/2018
242;7.850.713.341;1.475.506.939;1;3;1;1;2;09:40;12;E09000020;6;0;6;30;6;2;3;3220;0;5;1;1;1;0;0;1;1;E01002849;23/05/2018
243;7.853.700.723;1.473.111.455;1;3;2;1;5;15:40;12;E09000020;3;402;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002883;26/05/2018
244;7.849.172.454;1.473.206.479;1;3;2;1;3;08:53;12;E09000020;3;3220;6;30;6;2;3;315;0;5;1;1;1;0;0;1;1;E01002814;03/05/2018
245;7.861.683.574;1.471.447.647;1;3;1;1;3;12:25;12;E09000020;3;3218;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002837;24/05/2018
246;7.857.384.031;1.467.299.047;1;3;2;1;3;19:18;12;E09000020;3;304;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002897;31/05/2018
247;7.853.690.866;1.466.367.782;1;3;1;1;1;17:20;12;E09000020;3;3216;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002818;29/05/2018
248;7.849.967.402;1.468.530.086;1;3;2;1;6;07:00;12;E09000020;3;4;6;30;3;2;5;0;0;5;1;1;1;0;0;1;1;E01002821;27/05/2018
249;7.849.973.569;1.472.369.516;1;3;2;1;5;16:51;12;E09000020;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002861;26/05/2018
250;7.848.617.375;1.480.351.026;1;3;2;1;4;16:45;12;E09000020;3;4;6;30;8;4;6;0;0;0;1;2;2;0;0;1;1;E01002821;01/06/2018
251;785.693.854;1.471.688.689;1;3;2;1;5;16:57;12;E09000020;3;402;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002883;02/06/2018
252;785.114.404;1.466.381.637;1;3;2;2;7;13:19;12;E09000020;3;402;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002868;28/05/2018
253;7.863.823.895;1.470.077.042;1;3;1;1;4;12:30;12;E09000020;3;3217;6;30;3;4;3;3217;0;0;1;1;1;0;0;1;2;E01002902;25/05/2018
254;7.862.302.656;1.477.154.227;1;3;2;1;3;11:00;12;E09000020;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01002859;07/06/2018
255;7.857.208.692;1.468.758.605;1;3;2;2;5;08:50;12;E09000020;3;3220;6;30;6;2;3;3217;0;5;1;1;1;0;0;1;2;E01002845;02/06/2018
256;7.851.878.533;1.479.802.942;1;3;2;1;6;07:50;12;E09000020;3;304;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;E01002912;03/06/2018
257;7.850.909.015;1.478.240.267;1;3;2;1;4;08:36;12;E09000020;3;3217;6;30;3;4;5;0;0;0;1;1;1;0;0;1;1;E01002902;25/05/2018
258;7.854.811.166;1.475.619.763;1;3;2;1;5;09:02;12;E09000020;3;304;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002912;26/05/2018
259;7.858.016.673;1.470.005.358;1;3;2;1;2;12:30;12;E09000020;3;4;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01004689;06/06/2018
260;7.857.654.882;1.468.743.235;1;3;2;1;2;18:00;12;E09000020;5;0;6;30;6;2;3;4;0;5;1;1;1;0;0;1;1;E01002821;30/05/2018
261;7.862.258.541;1.471.756.967;1;2;2;1;5;15:47;12;E09000020;3;4;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002819;09/06/2018
262;7.854.134.847;1.476.949.621;1;3;2;1;3;21:50;12;E09000020;4;450;6;30;6;4;4;412;0;0;4;1;1;0;0;1;1;E01002878;07/06/2018
263;7.850.675.512;1.479.231.236;1;3;1;1;4;12:30;12;E09000020;3;315;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002825;08/06/2018
264;7.847.561.149;1.467.744.995;1;3;3;1;5;10:45;12;E09000020;3;308;3;30;3;2;5;0;0;0;1;1;1;0;0;1;1;E01002821;09/06/2018
265;7.846.669.406;1.466.280.003;1;3;2;1;4;23:19;12;E09000020;3;315;3;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002817;08/06/2018
266;7.850.632.146;1.471.686.804;1;3;2;2;4;18:22;12;E09000020;3;3220;2;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002896;08/06/2018
267;7.849.209.238;1.468.786.293;1;2;2;1;4;11:30;12;E09000020;3;3220;6;30;3;2;3;3217;0;0;1;1;1;0;0;1;1;E01002913;25/05/2018
268;786.282.314;1.478.187.849;1;3;1;1;6;18:00;12;E09000020;4;304;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002844;10/06/2018
269;7.862.495.166;147.360.332;1;3;2;1;4;18:50;12;E09000020;3;4;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01002821;15/06/2018
270;7.863.325.003;1.466.206.471;1;3;2;1;7;20:50;12;E09000020;3;3220;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01002841;04/06/2018
271;7.849.548.664;1.478.413.513;1;2;1;1;5;23:26;12;E09000020;4;450;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002831;02/06/2018
272;7.851.916.272;1.480.101.683;1;2;2;1;6;18:36;12;E09000020;4;302;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01002902;03/06/2018
273;7.861.271.387;1.478.976.302;1;2;2;1;5;08:45;12;E09000020;3;3220;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002840;09/06/2018
274;7.859.020.358;1.472.741.553;1;2;2;1;2;18:40;12;E09000020;4;304;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002844;06/06/2018
275;7.855.210.481;1.469.242.758;1;3;1;1;5;22:10;12;E09000020;4;450;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01002878;19/05/2018
276;7.848.009.176;1.478.662.026;1;3;2;1;4;08:00;12;E09000020;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01002875;15/06/2018
277;7.851.214.606;1.469.029.968;1;3;2;1;6;12:00;12;E09000020;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002814;10/06/2018
278;7.857.737.336;1.477.971.545;1;3;2;1;2;04:22;12;E09000020;4;450;6;30;3;4;5;0;0;1;4;1;1;0;0;1;1;E01002905;06/06/2018
279;7.847.616.014;1.473.265.712;1;3;2;1;6;13:45;12;E09000020;3;4;6;30;6;2;4;325;0;5;1;1;1;0;0;1;1;E01002835;10/06/2018
280;7.849.170.806;1.467.588.605;1;3;2;1;4;22:35;12;E09000020;5;0;6;30;6;2;6;0;0;0;4;1;1;0;0;1;2;E01002895;11/05/2018
281;7.847.974.987;1.473.120.154;1;3;1;1;7;10:47;12;E09000020;3;4;3;30;3;4;3;4;0;4;1;1;1;0;0;1;1;E01002819;11/06/2018
282;7.855.747.894;1.476.903.097;1;3;2;1;2;21:15;12;E09000020;3;4;3;30;0;-1;-1;0;0;5;4;1;1;0;0;1;1;E01002814;13/06/2018
283;7.860.541.356;1.469.379.498;1;3;1;1;4;16:00;12;E09000020;6;0;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01002877;15/06/2018
284;7.850.441.471;1.472.828.575;1;3;2;1;6;18:33;11;E09000013;4;412;6;30;3;4;4;412;0;0;1;2;2;0;0;1;1;E01002876;03/06/2018
285;7.863.643.436;147.068.718;1;3;2;1;3;19:40;12;E09000020;3;3220;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002840;14/06/2018
286;7.853.629.181;1.471.105.868;1;3;2;1;5;15:45;11;E09000013;3;3220;1;30;1;4;3;40;0;0;1;2;2;0;0;1;1;E01002877;16/06/2018
287;7.857.744.448;1.466.574.332;1;3;2;2;4;19:48;12;E09000020;3;315;3;30;8;4;6;0;0;0;1;1;1;0;0;1;1;E01002889;15/06/2018
288;7.851.809.195;1.468.098.776;1;3;1;1;4;10:10;12;E09000020;3;4;6;30;3;2;4;319;0;0;1;2;2;0;0;1;1;E01002819;15/06/2018
289;7.863.146.863;147.590.843;1;3;2;1;4;16:20;12;E09000020;5;0;6;30;6;2;4;319;0;5;1;1;1;0;0;1;2;E01002818;15/06/2018
290;7.852.981.934;1.476.660.078;1;3;3;1;2;09:10;12;E09000020;4;304;6;30;6;4;6;0;0;0;1;1;1;0;0;1;2;E01002914;20/06/2018
291;7.848.806.092;1.479.040.413;1;3;2;1;4;10:30;1;E09000033;3;315;3;30;7;2;3;4;0;0;1;2;2;0;0;1;1;E01004689;15/06/2018
292;7.847.544.959;147.335.497;1;3;3;1;2;12:13;12;E09000020;3;3220;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002840;20/06/2018
293;7.851.424.446;1.476.544.574;1;2;2;1;7;15:52;11;E09000013;3;3220;1;30;1;2;3;402;0;0;1;1;1;0;0;1;1;E01002873;11/06/2018
294;7.863.263.448;1.468.221.368;1;3;2;1;2;18:00;12;E09000020;4;304;6;30;3;2;3;3217;0;0;1;1;1;0;0;1;2;E01002914;20/06/2018
295;7.858.434.051;1.478.476.528;1;3;3;1;2;16:50;12;E09000020;3;3220;6;30;3;2;6;0;0;0;1;1;1;0;0;1;2;E01002841;20/06/2018
296;7.856.507.233;1.472.774.735;1;2;2;1;5;23:46;12;E09000020;3;3218;2;30;3;2;3;3218;0;0;4;1;1;0;0;1;1;E01002898;16/06/2018
297;7.860.023.333;1.469.295.855;1;3;2;1;5;16:20;11;E09000013;3;40;2;50;1;4;3;3220;0;0;1;2;2;0;0;1;1;E01002877;16/06/2018
298;7.850.713.514;1.466.838.776;1;3;3;2;5;08:58;12;E09000020;5;0;6;30;6;4;5;0;0;1;1;1;1;0;0;1;1;E01002886;16/06/2018
299;7.852.376.459;1.478.478.488;1;3;1;1;3;14:30;12;E09000020;3;3220;2;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002814;21/06/2018
300;7.863.783.856;1.475.145.227;1;3;1;1;3;15:37;12;E09000020;6;0;6;30;0;-1;-1;0;0;1;1;1;1;0;0;1;1;E01002870;21/06/2018
301;7.859.327.332;1.470.024.915;1;3;2;1;5;13:20;12;E09000020;4;450;6;30;6;4;5;0;0;0;1;2;2;0;0;1;1;E01002875;16/06/2018
302;7.860.970.802;1.469.571.563;1;3;2;1;2;10:34;12;E09000020;4;415;6;30;3;4;6;0;0;1;1;2;2;0;0;1;1;E01002883;20/06/2018
303;7.851.079.953;1.475.427.531;1;3;1;1;2;10:42;12;E09000020;5;0;2;30;6;4;6;0;0;4;1;1;1;0;0;1;1;E01002908;20/06/2018
304;7.848.965.821;1.472.656.662;1;3;1;1;2;11:05;12;E09000020;3;315;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002817;20/06/2018
305;7.846.936.852;1.466.938.889;1;3;2;1;6;01:43;12;E09000020;5;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002831;01/07/2018
306;7.855.689.639;1.478.242.374;1;3;2;1;6;09:55;12;E09000020;3;4;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002814;24/06/2018
307;7.860.087.333;1.478.340.726;1;3;2;1;5;10:00;1;E09000033;3;4;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01004689;30/06/2018
308;7.855.490.165;1.472.840.825;1;3;2;1;6;13:43;12;E09000020;4;415;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002883;24/06/2018
309;7.855.771.901;1.480.221.565;1;3;1;1;3;07:12;12;E09000020;3;4;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002819;21/06/2018
310;7.854.161.986;1.469.705.483;1;3;2;3;5;12:50;12;E09000020;3;402;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002873;23/06/2018
311;7.863.439.045;1.465.839.125;1;3;1;1;5;23:53;12;E09000020;3;4;3;30;6;2;3;3220;0;5;4;1;1;0;0;1;1;E01002851;23/06/2018
312;784.743.251;1.477.099.798;1;3;2;1;3;19:30;12;E09000020;3;4;3;30;3;4;6;0;0;4;1;1;1;0;0;1;1;E01002819;28/06/2018
313;786.301.266;1.472.254.784;1;3;2;2;4;15:35;12;E09000020;6;0;2;30;6;4;6;0;0;0;1;2;2;0;0;1;1;E01002831;29/06/2018
314;7.847.012.294;1.470.951.832;1;3;1;1;4;07:05;12;E09000020;4;450;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002852;29/06/2018
315;7.862.984.631;1.477.544.846;1;2;2;2;4;11:30;12;E09000020;3;3217;6;30;3;4;5;0;0;1;1;1;1;0;0;1;2;E01002861;01/06/2018
